job,skills,uniq_id
Policy Holder Service Representative,Policy Holder Service Representative.,af47fddece9720644080ca0ca8be7402
.NET Developer,".NET, C#, MVC",4ce6a95f2e0a696f184860d4d8be504f
Proposal/TechnicalWriter/Business Analyst,technical writer proposals SOW Statement of Work,6f6b097621763806fa771c062b08d37c
SQL Developer,"SSRS, SQL, Healthcare",1b594c810f35fb07948017a6f1ddbf64
Python Developer - Hedge Fund,"Python, Finance",5392b92d0e726cb166b799d02e399f79
Cyber Security Operations Center Specialist,"cyber security, DLP, monitor alerts, antivirus, firewalls, SOC, threat, analyze, analysis, traffic, security, CISSP, GIAC",b99bf78751f344f01151d69d93d4b866
PL/SQL Developer- with OCP Certification in PL/SQL--NY,"PL/SQL,SQL,ORACLE,LINUX,UNIX SHELL SCRIPT,QA,UAT,SCRIPT",a869b92434799d322236ab10df79a8f5
SAP BOBJ / HANA technical Analyst,"SAP BOBJ / HANA technical,Data Modeler, Data Miner",9b035cfc45a85db5a724c6fb505a0195
WebFOCUS Analyst/Developer (v.8.1),"WebFOCUS, Developer Studio, Dashboard, ReportCaster, Managed Report Environment, MRE, Tivoli Access Manager, TAM, ISAM",8879aa2b99d39600c8de830154cfb8f7
GIS developer,"ArcGIS Server, ArcGIS Portal, ArcGISonline APIS",7c282ed3a34c66e2dbced9fcee5638cd
Data Analyst - ACL,"data analyst, ACL",14ae928ceb5e17a4b85cf1cc98707fe3
Data Analyst with Data Analytics,"Oracle DBA, Unix, Pl/Sql, Data Analysis, Data Analytics,Database",a268907de730d6f752f0451887ae1092
Sr. Data Network Engineer,"Data Center Networking and Large scale Data Center Switch fabric architectures, architecture standards, routing protocols, network virtualization, Internet and Cloud computing",ae19ac58edc801313f3e881fe4a09433
Senior Pega Developer,Senior Pega Developer,3cec37b72be28b3744e9d6fbf742a0c2
Java Developers,"Java application, New Relic, HPSM, Dynatrace, SQL/PLSQL; Query Optimization; Web services; J2EE, Java, JSP, Servlets, JEE, Spring, JSF and Hibernate, Eclipse IDE",b8a665cbf837c701717ac90c71201a66
Senior Manager Software Engineering,"Hadoop Stack, Big Data, NOSQL, Java, Python, Scala",6fbd07c3fa1a4c9cb2b579dbc01606ba
"Data Analytics, NJ","R, SAS, SQL, Python, statistical, visual analytics, machine learning, predictive, analytics, modelling, algorithm, visualization",c5fcdc93975a8e8077c9c78e59792469
Release Engineer Contract to Hire,"Release Engineer, Jenkins, Anthill, TPS, Maven, SonarQube",11cb34a88665107fe8086323741c4e95
Network Data Engineer,"Network Troubleshooting experience, support experience, voice, CCNA, CCNP",e5c65b50893ae027b7d6ec1f6f008066
Quality Assurance Analyst,"HP Quality Center, ems, test, testing, quality assurance, qa, q/a, ba, b/a, sql, oracle",02b0fd45cbc08a3d0f4f3459915471a8
IT Senior .NET Application Developer (ASP.net c#/vb.net),"c# and/or VB.net, MVC, client frameworks (JQuery, Knockout, etc.), SQL Server and/or Oracle, web services (WCF, JSON, REST, Web API), entity framework, SSRS, Webspere MQ",8cfe6bab2076ccbda497c40df4705c6c
Application Support Specialist,"Desktop Support, Development, Manager, Management, MCSE, Networking, PowerShell, Release, SQL, TCP/IP, Windows, Windows 7",e1ebd95e411791a0535d4a003e419b58
Handson .Net development Manager,must be able to handle a 50% handson 50% management vb.net asp.net oracle and or sql server experienc. They will see C# developers,06d8d234a288c0f9f67ac5751730a338
Sr. Business Analyst,"requirements gathering, documentation skills, solid communication",b3503a937640b971faf1b0f3c728cebe
Java Application Specialist,"Python, java, Tomcat",543f27c7ce9033567661d1ee4b4a0332
Project Manager,"Project Management, Programming, Self Motivated, Superior Communication skills",1a0b7a81d784fe4045cb3e0ffe18dda0
Mainframe/COBOL Developer,"Mainframe, MVS, COBOL, JCL. Heavy Business Contact. Strong Documentation experience.",68a78e49a837f805d7426af382f65305
JAVA/J2EE DEVELOPER/ENGINEER (FULL TIME),"AngularJS, JavaScript, CSS,AJAX, JSON, Bootstrap, NodeJS, XML, Servlet and JSP , AML or KYC",e2193314dc6d0213027786c9a75b40d2
"Hadoop Developer - Java, Big Data, Hadoop, Kafka, Scala, Spark, Streaming","Hadoop, Big Data, Kafka Bus, Spark, Real-time Stream Processing, Spark Streaming, Storm, Flink, Apache Nifi, Scala, Java",a25e87a83e47ae8ff595cc2e015ce2e7
"Instructor, Networking - Tenure Track","Architecture, CCNA, Cisco, JSP, Materials, Networking, Networks, Security",c96a82074b75210b93bd9f659acb9e66
Java UI,Java UI,e017aa727c08d0e63a5beefd14d9352d
Senior Quality Assurance Analyst,"ActiveX, Agile, Analyst, Analytical Skills, Architecture, ASP, Business Requirements, Director, Hardware, HTML, IIS, Management, Packaging, QA, Quality Assurance, Scrum, Security, SQL, SQL Server, Testing, XML",8656f838c5a91c37be24f5b4d3eec434
VPN Security Engineer,"VPN, Security, Site to Site, Fortinet, Checkpoint",0e2ea1804ef78f72f2ccf6a7dde417de
Angular JS Front End Lead along with Big Data expertise - FTE - CT,Angular JS Front End Lead along with Big Data expertise - FTE - CT,4cc7adb6740d4ec5961378365830d206
Technical Customer Service Representative,"SQL, MVC, IIS, SDLC and ITIL",862b54e7609022aeb7e11bde56624a27
Java Developer/Hadoop,Java/REST API/HADOOP/SPARK/HIVE/PIG,14b8ac1150ba198bcf0e466b1747dbb5
Sr Consulting Unified Communications Engineer,"""Cisco Unified Communications Manager"", CUCM, ""Cisco Unity Connection"", CUC, Jabber, ""Contact Center Express"", UCCX, CCIE, CCNP, CCVP, Aruba",030958000967faff3bc4140064c7d73a
Data Communications Network Analyst,"CCIE, large Cisco networks , WAN, TCP/IP, EIGRP, BGP, LACP, HSRP, OSPF, EVPL, 4G, DSL, eBGP, LACP, 4000 series routers, ASR 9000 series routers",41a00a902a9857c00bdd167dbb23455c
Sr and Jr Front End Positions - w StartUp,JavaScript,e2f99ba530c7fbced14a0727730d5058
NETWORK & SECURITY ENGINEER,"5+ years' technical exp in multiple client enviornments, CS/MIS certification and progress toward GIAC-GSEC or CISSP cert desirable, Bus Class Hardware Firewalls, VPN appliances, SPAM & Web Filters",397371b6f98ddef1e7e3692e663972e6
Senior Java Developer MUST be LOCAL!!,(JAVA DEVELOPER over 2 year(s) OR J2EE DEVELOPER over 2 year(s) ) AND(JAVA over 2 year(s) ) AND (J2EE over 2 year(s) ) AND (SPRING OR HIBERNATE ) AND(UNIT TESTING OR JUNIT OR SPOCK ) AND(SQL ) AND (X,205d7d3e34ee9f999ec1c17110303445
Senior Storage Engineer,design networking configuration capacity management troubleshooting support Netapp storage systems EMC DR replication storage,095d577f7e6242090c0691e8276c2cbb
Senior Delivery Manager,"Switches, VMware, EMC, 3Par, Storage",49153b9686a4dc4524375358c1c51115
React Native developer - 120k,"react, mobile",9f08ef112bc978ae08aa8435b1048c66
Release Train Engineer (RTE),"RTE, Release Train, Agile, SAFE, Scaled Agile Framework, Rally, JIRA, Versionone, scrum master",7d9a4bf67305b6dcc406a5a1a595cf7a
LTE/Wireless-QA/Programmer,"LTE, UMTS, GSM, CDMA, QXDM, QCAT, QPST, Snapper, Android OS, API",fa398f17611a2e89c2b45f1d090b3dca
Sr.Android Developer,"Android, OEM, Android OS",2c1854fd456df2481da360ba8c1aa3fe
Managing Consultant,"Cisco, Nexus, VDC, OTV, LISP, FabricPatch",068c003c62b50d687094c185530ff1fa
Data Center Engineer,"unix, LAN, SAN, switches",08c6b36887d9903aa10487b3c193795d
Infrastructure Architect,"Infrastructure, VMWare, Virtualization",28d14b9f57f6df2d0e470f20d2168f9d
Software Quality Assurance Consultant,"Software quality assurance, MS Office, Certifications or training in ISO, CMMI, Six Sigma methodologies, CSQA, Agile, SAP",1041f0a6fad4e1938647cdee19196d2b
"Android Engineer, Games","java, android, rxjava, gradle, dagger",e10f04d50c59cff03c4ce8ba12435a3a
"Business Development Executive, IT Solution &Professional Services","IT staff augmentation experience, sound technology skills,",a16b502c590d56d7f4a35a86196eb7f8
"Application Security Developer, Identity Management","OAM, Oracle access management, sso, security, developer",580859913d87669fbd8a62457e21bbe8
.NET C# Developer with Trizetto and Facets,C# .NET Developer with Trizetto and Facets,0aa23d0588f1d8b148099d6352f06f1c
Cisco ICM Analyst,"ICM scripting, Avaya ACD, programming, analysis, SQL, queries, CMS, call center",151cb739078bb187238c4fc81b64c9ef
Java Developer,"Java/J2ee, Oracle, Web sphere, Maven, Ant, Agile, JavaScript.",bd017aed2ef4f8bba15e0999a5684511
UET -Usability Engineering,"UI developer ,angular, Node.js, Bootstrap, Exits, JQuery-Usability Engineering",e95bf1cb2c3bf96348013e1260a99d35
Hadoop Developer,Hadoop Developer,a910a9d99abed21a1a6afdb203ab21c7
Project Manager / Engineer IAM,project manager technology IT infrastructure systems management configuration ibm bigfix big fix IBM Endpoint Manager Tivoli Endpoint Manager TEM Hitachi ID Identity and Access Management (IAM),163856924c58d974318350b529c5dcad
C++/Linux/Support- Finance,"VC++, C++, STL, Scripting",f4fbba6c748c17a5cd20a71a3c3bc102
CISCO Certified Engineer - NYC,"CISCO, Manager",b8ef94a4d17aa79b64e817fc35ed9f9f
Full Stack Developer,"Java, J2EE, Spring, angular web JavaScript technologies",853c200b1747f1155046702e475a36c3
Front End Web Developer with React Experience - New York City,"HTML, CSS, JavaSript, React",01f38aea79678b0d5522412c0009cd2a
Desktop Support Tech - 2nd Shift,"Windows, MS Office, Active Directory, VDI, Imaging",35fbd34fcde8331d263d71adcd220cb7
C# Software Engineer,"C#, .Net, Software Developer",1a5104ce6b10698c0a834ab9f1e20d01
Senior Java Developer,"Java, J2EE, Spring, Javascript, Full Stack,",0583e0ff02b2fd6ca915843de1d2adb0
Senior Sales Engineer,agile software development SDLC java C# Maven Git test automation JUnit TestNG Selenium Appium Calabash Cucumber CI Jenkins Bamboo TeamCity Ruby Python Perl clients sales html javascript Firebug PHP,851e19d02365dd0124fb13a4d95b0929
16-05730 - Analytics Consultant Consumer & Marketplace Intelligence,"Data,Analytics,insights,intelligence",72812effe38af5d880cc0411b98b197e
"Director of Engineering, Marketing Technology","SAS, Magnolia, Optimizely",2295897cf3c6a3c1552c2aad65ef526c
Mainframe systems programmer,"zOS, CICS and DB2",2798ad0986fe76332c49d7f42a3998f9
Sr. DevOps Engineer,"DevOps, Ansible, Python, ANT Scripting, WebSphere",5b55b5b912f229728fe66dfc3df647b0
Cloud Ops Engineer,"Powershell, Bash/Shell, Perl, Python, Amazon Web Services, Cloud OPS",53b7d79e087f5fb91561c508dc4d0a6b
IBM Websphere Commerce Developer,"IBM WebSphere Commerce, WCS architecture, Catalog, front end development, SOAP, JSP, JMS, Web Services, any database (Oracle, DB2, MySQL)",48d426c97c1f7301ce57531963653b00
Program Manager,"Program Management, Identity Management Environment",0446c903272ea6e794244e4f41b90ef6
Senior Java Developer,"Java,Hibernate,Spring,Maven,REST,AJAX, Oracle,DB2,PostgreSQL,MS SQL, MySQL,XML, JPA, Tomcat,Oracle, JSON, JAXP",16cee2a227ccb960f84226623d663707
Level 2 Tech support,Support Tech,9576e7a87ecdf33d77a163d0cd5b9381
BPM Architect,"IBM BPM, Websphere, Java, MQ",1532ecb3a1ae4deed15209b48145ab22
Lead Business Analyst-Manufacturing Systems,"Business Analysis, functional requirements, JD Edwards, Use cases",2503ddbb046d474fcffb2d7a8d519f98
DSRIP Data Analyst,DSRIP Data Analyst,a18bd5c67557b85a48c77637f9834497
FT Desktop Engineer,Desktop Engineer - SCCM design and implementation,a28fdf3a88d6d98eb482598d9ee58ea5
Front-End Web Developer,"CSS - Google, HTML, PHP, Ecommerce",48a1a45906d36183e0e9d64e4d136022
Data Center Client Support Technician,Data Center Client Support Technician,2b2398f7b749b107f7356642885a263a
Social Media Editor (Weekends),"2-4 years of experience running social media accounts in an editorial setting. A nose for news, with experience or interest in political, world, business and/or entertainment news.",5627f7456d0292cfc4ee586f52b2b697
Security Administrator,Security cissp design siem monitor administration sox compliance analysis infrastructure,85f9d2c25528ce71fe9ddbe4fe053bec
CCTV testing,CCTV Access Control Systems,4f896ab8615b3d9d24a77311d4f26baa
CFO,"CFO, KPI",d64abb5ce1d1574307e0b2fc7f84a3ab
Associate Consultant,"Data Center, Firewall, Security, Cisco, CCNA, Citrix, Riverbed",56449cefa9303ba97c35d4a7a2b89d92
Deployment Lead- Office 365,"MS Office 365 deployment, project management, technical lead",a6afad316eac9892f77cb5cddf8ff571
Healthcare Data Business Analyst,"SQL, Data, BI, Communication",83e38556ab15f61761436cac54f46b88
"Technical Lead - JEE 6 , Struts 1.2","Technical Lead - JEE 6 , Struts 1.2",b459e89661ae78166bb518f9a1543a79
Graphic Designer,Graphic Designer that is adept at delivering print and digital design executions,dd4044f6b6f1be7f36b8ebad26e76537
Linux Systems Engineer Red Hat Pre-Production Test Trading Banking Finance New Jersey,Senior Red Hat Linux Systems Engineer Pre-Production Test Trading Banking Finance New Jersey,e97631e10959c97f6615c51b836488d6
Wifi Network Engineer,"Cisco, BGP, GRE, L2TPv3, IPSEC, NAT, Cisco WLC, and Cisco Miraki",16df3292f530264738054a4541ed3c50
Python-Engineer,Python Engineer with some Cloud AWS and Puppet exp.,aba986d77201d3dd74e152d4677c0e24
SAS admin,SAS ADMIN,20fe469436fe8ac7101c8bcd1cb5267c
"Verizon Need Java Developers - Warren, NJ","Java, J2ee, Spring, Hibernate,",2aa01a7147a856159c9a56dc4f2d6f65
Cybersecurity Analyst,Cyber Serity,3eec33350a721f25adb89997a7e224dd
Drupal Developer,drupal,6de2d3212ccbad25c58c77d7042fb401
Senior Architect Cloud Infrastructure Design and Engineering,"Cloud; KVM, OpenStack, Docker Containers, Ansible; IaaS; PaaS; SaaS; SSO; vSphere Web Client; VSAN; EMC ; NetApp; HP; Cisco; vRealize; Linux; x86 Hardware",354d7602e7ed3245e30f95c2baf08685
Strong Mid-Level PostgreSQL DBA,"PostgreSQL versions 8.2 to 9.5, installation, configuration, capacity planning, migrations, upgrades, replication, health checks, monitoring, performance tuning, patches, disaster recovery; more below",693a715d92520ffa61fed936fbaeef0d
Genesys Consultant,Genesys Consultant,dbe34a49988f268b18b043fb7250e7d9
Business and Quality Analyst,"financial services industry,Wealth Management",69b779f067cfed984bd9b5396108f06d
Software QA Analyst (I/II),Developing high-level test design and planning documentation,5b2ef60d5430eeb6393beaa25384615b
JavaScript Developer,"JavaScript, HTML, CSS, XHTML, AngularJS",c43006eb17f5d24d71764d4b03cfdbfd
Front End Java Developer,"Java, Web, multi-threading, Spring",809d325b0f6e9f0cecec48db52c5e495
BUSINESS MANAGEMENT COORDINATOR,PROJECT MANAGER,be2f727be09bbb752a26b473263b5c35
Developer - Front-end Mobile Web Responsive,"HTML5, CSS, Javascript, jQuery, Bootstrap, .NET",f762b24028d37f086186d38e6dfc6d39
Systems Engineer,"VMware (VCP4,5), Altiris 7.1 and/or SCCM 2007 or Newer.",0ed1f31ae5cb0897ad8810e5bcdf85d6
Salesforce Architect,"salesforce ,salesforce architect,SFDC",2ca20aa41fd4ba7141553b9984071bfe
DSRIP Project Manager,DSRIP Project Manager,2fb407116ef7beed635d99a597f52e51
Systems Analyst Financial Applications - PL/SQL Development,PL/SQL SQL Oracle DB2 HR Payroll systems finance,18327c84c11c40200e4d496704f1e600
Senior Front End Web Developer,"HTML5, CSS, JavaScript, AngularJS",9e3c587303f8e17079f4aafc9e841366
SQL DBA,"dba, database administrator, sql dba, sql, oracle, mongo, admin, unix, windows",58606d8af20b15e10354efb3745ed54f
Help Desk/Desktop,Assist with routine testing and maintain up-to-date documentation and procedures related to business continuity policies. Perform other IT Services tasks and responsibili,8a19c1c0aec6cc41c5925ea0be495396
Director of Information Security,"ISO, NIST, CISSP",b8c175e0f49e497be6c0b00f07f10ab6
Help Desk Support / Desktop Support,"Desktop, Help Desk, MAC, Window, Audio",170f6872d6fe06799a32d1982fd20b55
Business Intelligence Architect (Full-Time Employee),"Architect ""Business Intelligence"" SQL ETL ""Data Analytics"" ""Data Warehousing"" Enterprise",b7517c664b48b7056fd11f87f40a3e33
Network Engineer,"Network Engineer, CCNA, Cisco",598fb3298e0c33b3fcb77dd750b34725
Sales Cloud Specialist,"Sales Specialist,Cloud market,execute sales,business plans,coordinating campaign",939d8bd85b434f70c3f15acf3f9f1da7
Interface Analyst,"Interface analyst, clinical systems analyst, interface developer, data integration analyst, data integration developer, OPENLink (21, 22, 23.4, 23.6,23.8, 23.9), Cloverleaf 5.3/ 5.4.1/5.8/6.1, Elink",76c8f39e6308ddbda8dca85a05764420
IT Senior Manager Data Governance,"Data/Information management, Data Governance and Data Quality",72913d13bdab001fa58d9bfdffff4e6e
Senior Data Analyst/ Data Modeler,"Data Integration, Data warehouse, Data Modeling",7d3bc3f86a7ed83c03729b296e9d88a2
Helpdesk/ Desktop Support,"Window, Citrix",438e218d3f26d7cfffa5cdca2aa22b80
Lead Oracle/MSSQL DBA - 1 year Contract,"Oracle 11G, 12C, SQL Server: SQL 2012, SQL 2008 R2, (Sybase a plus)",c1fe734d9fcd2531a3a24aa3db4bd5c1
Director of UI Engineering,"Javascript, Angular.js, CSS, React.js, Backbone",83e464992661afd7c78250f4953dc54f
VMWARE Consultant with UCS,"VMWARE,UCS,Linux",d5d703fd83b5f08188063c2c3bd8216d
Sr. .Net Developer,".Net 4, MVC 3.5, SQL Server, Stored Procedures, Java Script, WCF, Web Services, SQL Server, HTML, CSS, JavaScript, Jquery",9f90e338f6b4106df44b5c632a39d2c9
Data Architect,"Data Modeling, Data Architect, SimCorp",196e9a1fb641101538ddf9c5444d8b9a
Information Security Lead,"5+ years of Information Security, Audit, Financial Services, Leadership",43d133aba1fa8f3da8415cc8961a2b88
Enterprise Content Management Consultant,"Filenet, implementation, Hyland OnBase",7cceb90b66c920985e57fd9c5553c220
CVA Trader NYC NY,C++ CVA,f430b3856a02b33012205be3caaf66ec
Business Analyst (Accounting),Business Analyst (Accounting),6546b49445b0cc8e1d221c8646e6afd3
Front-End Web Developer,"HTML, CSS, JavaScript, JS frameworks, React, Node JS, Mongo DB, Agile methodology, Rest API",961107504ea5ced09a41ace7924e46f4
GO or GOLANG Developer,GO or GoLang development experience with Python and Docker,e313362a9430939a731dbae7e31366bd
Learning Analytic Specialist (Contractor) Position,See below:,aea04f7c79649a26c64f6ba370425592
SAS Administrator,"SAS, Administrator, (SAS Management Console), LSF Scheduler, Unix, AIX, Linux, OLAP",b1009e985799d42e18d73e5ae8d5fb76
F5 Network Engineer,"design, F5, networking, analysis, troubleshooting, load balancing, ltm, gtm, asm, big ip",700b4101ddb8a193493e5bdb2c7550e5
PEGA Lead Business Architect,"PEGA, CSSA, CLBA, Certified Lead Business Architect, Smart BPM, PEGA PMF, PEGA Direct Capture of Objectives, PEGA PRPC Use Case Development, Converting business into process flow,",50b4af029734aac02d1f4d7d3fdadf9a
System Analyst,"Eight or more years experience in developing requirements and performing system analysis,Medicare Claims and Medicare Risk Adjustment",c751d2e26a9bf33af3c4217fd8a48913
"Project Manager (Omni-Channel, Order Management)","Omni-Channel, Order Management, Fulfillment",87490e71272bc4cf37f02c364d090902
Banner Software Engineer,"4+ years of Java/J2EE or Spring Framework experience. Proven experience with Oracle, SQL Servers or other databases and utilizing Oracle development tools",74e5c293accbb24746d844f484167e86
.Net Developer,"C# .NET Framework,Agile/Scrum environment WebAPI 2.0,SOAP, REST, Native",a139c96be508424a91d4f1fe6bcefa1f
Technical Recuiter,Technical Recruiter,54e09d4f01927e3109e78434f1670054
Senior Network Engineer bhjob11946_247088,"CCNP, Cisco Nexus, Firewall, Network engineer, Nextgen, Security",1923560df35ebe327f662597fd8dc7d1
Cloud Security Consultant,"Security Architect,Security Architecture,encrypt,encryption,SafeNet,Protegrity,SafeNet,nuBridges,Voltage Security,data security,Data Encryption,Threat Modelling,cloud security",e5daa3cea45bf150a62dd1eb2b0fb079
SOFTWARE ENGINEER - (Java),SOFTWARE ENGINEER - (Java),16c33cc6ae6157c63068a08692c478a7
QA Automation Engineer,QA Automation Engineer,5fe75a4819eac035cebed0abd0e8f911
Poject Management Assistant/PMO Coordinator,"PMO, PMO Coordinator, PMO Specialist",37343ba11c33b056a22f1e6c563856e2
Qlikview Lead,Qlikview,0e834bf4e86c3238aec960338955c79c
.NET Developer,".Net, API, ASP, ASP.NET, C#, Developer, Development, Oracle, SQL, SQL Server, Testing, VB",036f8de350ea93fb0590aeaf161bcb04
IT Support Technician,"Windows Desktop, LAN, WAN, VPN, Email, MS Office",0478680db58cda0e2f92d553f6a4d8af
Multiple Cyber Security Openings,cyber security,5d70ed65efe1ddacec2925840a8a464d
Help Desk Analyst II,"Analyst, Help Desk, Management, Technician",609ea44cddcda735132f04ace8bcefd6
Project Coordinator,"clarity, change management, PPM, time sheet management",c3775d4d8e42067e3800d5164caefa65
System Engineer-Operations Engineer--Week-Ends--3 day work week,"VMware 5.9,ESXi,Active Directory,Backups, Patching, Server Momitoring, Windows Servers 2008/2012 R2",f5de394f05ab1078470197ed83d51c5f
Senior Test Analyst,"QA, Test Automation, Test Development, HP Quality Center or HP ALM,",886738b02d42b8446798a296238a1ec0
BI/DW/BO Technical Lead,BI/DW/BO Technical Lead,68fe44d8874cdcef91ed13f5f9d36f94
IC Design Consultant (RET / Physical Verification) - 5042,IC Design Consultant (RET / Physical Verification) - 5042,04289a0e491740a668ad1a05bfe09783
Senior Network Engineer,"(VPN OR ""VIRTUAL PRIVATE NETWORK"") AND (FORTINET OR FORTIGATE OR ""FORTI GATE"" OR FORTIANALYZER OR ""FORTI ANALYZER"")",965aa5cc6e439e7fa4b735d292b1954d
Technical Business Analyst,Genesys Contact center/Call Center project,ce82f18565bf54cfc55564746fe3fca8
Node.js Developer,node.js,0d05b26f92675dc366ad0b3b0b1a976e
DEVOPS linux engineer,"devops, linux, script, puppet, ansible, chef",1ac3128d2b182dd6a12586bb687d28ec
SAP MDM / MM Developer Consultant,"ABAP, Analysis, Applications, Architecture, Business Requirements, Consultant, Developer, Development, Management, Materials, Release, SAP, Software, Test, Testing",63762dbaedc35f2b5dd4de9832169884
Business Analyst,"Business Analyst, Functional Spec, Business Requirements, BALSAMIQ, JIRA, bank, financial services",49b3920ffd6b5ccd1bce69e49f68743c
Oracle EBS Financials/HR Project Manager,"Oracle ERP (GL, AP, FA, Procurement, Projects, OTL, AR, Costing, Billing, Core HR, Self service HR, Advanced Benefits, Payroll), EBS, Human Resources, Accounting, Finance functions",8c245b3ac5ff9a5d0da36929dddc5197
Customer Support Engineer,"BASIS, LINUX",415748a04fb83c913cb697b47765bd3e
Android Engineer,"""android"", ""developer""",2239716d21e35ffc9bcfad30acc501fd
A GREAT Project Manager Role at a Fortune 500 Company!!,"Agile, Analysis, Development, Excel, Manager, Management, Microsoft Project, Project, Project Management, Project Manager, Scrum, SDLC, Testing",a68885d55dfa6bb083ff88ca13f48276
Biomedical Contract Coordinator,"Data Analysis, Clinical Engineering",c9cbe7f3cbcddeea49b988f4924bab43
Long Term Care Quality Reviewer,Long Term Care Quality Reviewer,3d974f479d58712ff1e56af5f29406e9
Clinical SAS Programmer,"3 years experience in SAS programming for phase I-IV clinical trials,using SAS-Base, MACRO, STAT, GRAPH, ACCESS,Knowledge of SDTM and ADaM standards. Proven experience with UNIX and Windows operat",bc6f6a15cd4e6bfefa3fcd7482973276
Business Analyst/Reports Developer,"Business Analyst with Reports Development experience, SQL for queries and understanding relational databases, BI Technology, PowerView, SSRS",d03d340ec0a6ffaa0124d2a09e9f9b87
Oracle Developer,"Bachelors Degree in Computer Science, Engineering or other software-related engineer program",662179eedfefaca2d73b77b4b0441369
Web Designer,"Adobe, Browser, CSS, Dreamweaver, HTML, JavaScript, MySQL, mysql, PHP, Web Designer",18c27acb0c422943ebd3ce64a257d32f
Network Engineer,"Juniper, firewall, Cisco, Network",6c9565d9e7e5c7511a27a2058b2e9062
C++ Developers,"C++, Java, or C#, UNIX",c17cfec4f7b31cdaae646f3a689ca6e3
ExactTarget Developer - Salesforce Marketing Cloud,"""Salesforce"" ""SFDC"" ""Salesforce.com"" ""Marketing Cloud"" ""ExactTarget"" ""Exact Target"" ""email campaign"" ""email developer"" ""developer"" programmer"" ""engineer"" ""marketing automation"" ""financial services"" ""tech"" ""AMPscript"" ""html"" ""css"" ""contract""",981b31761daebdaa46abf2e353b1afb6
Market Risk Project Manager,"Market Risk, Project Management, Program Management, Basel, OTC Derivatives, VaR",9dc235a64ffc16bb17d2fa0f17d85102
Mobile Architect,"Mobile Architect, Hybrid, Native, HTML5, JavaScript, JSON, JQuery, Phone gap, AngularJS",26d0faeb84d79e541263c26632ffc5cd
Project Manager (IT/Healthcare),"Business domain Knowledgeable: Must have LTSS, MLTC, Managed Health Care/Health Plan Payer experience or Medicare/Medicaid Health Plan operations experience",bf020961425cd8338d2bb01fa2c7f222
DB2 Developer,"DB2 UDB version 10 ,Data Query Tools ,Oracle 11g",8dae825c8ea2da4db85d31217bb35249
Application Development - Software Developer III,"Ruby on Rails, JavaScript, HTML, CSS, Jasmine, Mocha, Chai, Sinon, Omniture, Splunk",f2cbffd5fbee0bd2658f496dbde5b4ab
Jr. System Administrator,"DNS, Networking, Sys Admin, System Admin, System Administrator, Windows, Windows 7",6113fdf43128ba0922da5ad6a032d55b
Jr. Network Engineer,"CCNA, network engineer",b11a1586ec68e2058980b6818ba9ba68
Senior Node.JS Developer,"Node.JS, REST, JSON",be796aebd8daae4d590b8ed5a0d1c232
UX Designer,"(""UX"", ""User Experience"", Portfolio, HTML 5, CSS,",6752198c70ae2a0d0e33bd3c967c5224
WebSphere Commerce Developer,Websphere Commerce Enterprise,894a51fe1f93b8bc9dcc597184476202
Cloud-Software Eng III (NA),Cloud-Software Eng III (NA),89448d944d1959f9ab20a89bcb280bf8
Project Manager,"Project Management, PMP, Workday",43dd4c6e329bedd87a410d2f7cdbf4f6
Help Desk/ Desktop Support Analyst,"Technical Support, Helpdesk, Desktop Support, Windows, MS Office, Citrix, SCCM, Servicenow",7c9ab750396f9c40829184082ee5221b
Systems Administrator,Systems Administrator,a01e818c7f95c19322d4d3e4e9e78a71
Software Engineer,"web applications, node, react, webpack",54d287fb50b8b19381438832a03bf8c4
Java Developer,"Java, j2ee, core java, REST, SQL",87163cd00b9a1fda6acaa301d3d737c8
Web Analytics,"Web analytics,Adobe Analytics,Omniture,Google Analytics,CoreMetrics,WebTrends,Data analytics,Crazy Egg,Optimizer,Web Analyst",03ec037b9b0051ca55f5b86dc38c402e
Sugar CRM Solution Architect,"SugarCRM, Proficient in SugarCRM, SOAP",3839a01b09563e6befa396f2138043a9
"Technical Writer - SaaS, APIs","saas, api, media, partners",e42aad520d655ddb90bc2b62ff540566
HFM Consultant,HFM Consultant,39b80b745e5002d8d70a5883fe911aeb
Business Analyst 3,"Business Analyst, Visual Basic, Java, SQL, LVR",a387e6eb5c3f2161e59da37a371fd672
SAS Technical,Need Urgent SAS Technical Consultant,be8678453b7d80c0b59e7fcc548b6b56
Information Security Manager,CISSP; Information Security;,2423b95bc3d67d03fe381b9f7c93a749
Information Sys Tech Analyst 4,"802.11, Analyst, Architecture, Bridges, CCNA, CCNP, Development, Hardware, HTTP, IEEE, Multiplexers, Networking, Networks, Routers, Scheduling, Security, Testing, Wireless",64ef0320ac4f48384e074bda2fc2ffcc
Business Management and Strategy Manager,"Asset Management, Financial Management, Strategic Planning, Process Improvement",0f18d2e3b34e003b352c9ded8f78f1d3
Project Manager - SAN / Storage Administration,"Project Manager, SAN, Storage Administration, EMC, VMware,",ae6ea8b49d272f7f816619f92088c061
Director of Product Engineering and Innovation,Director of Product Engineering and Innovation,e9aaa03a368652e07737d9245373b5d1
Sr/Lead Tandem Developer with Retail payment or Credit cards,"Tandem, HP Nonstop",4def9b1e6613d850b2c7caf8fd31ac13
